Keyword,Location,rating,Company,Job_title,Place,salary,post_date,Job_description
,,"4,0",Randstad,IT APPLICATIONS MANAGER H/F,France,58 k € - 60 k € (Estimation de l'employeur),30j+,"IT APPLICATIONS MANAGER

MISSION ET RESPONSABILITÉS

En tant que Responsable des Applications, au sein de la partie COE de l'Organisation de Gestion de l'Information, sous la responsabilité de l'Architecte de Solution CoE, il/elle sera responsable de la gestion de la disponibilité et du support des applications informatiques pour l'usine AS400 de Monaco, y compris le système ERP Mapics et sera la personne de référence pour l'entreprise pour les solutions système.

Principales responsabilités :

Gérer le support quotidien et à long terme du système ERP Mapics basé sur AS400, en utilisant une approche pratique de la conception et du développement de solutions logicielles pour répondre aux attentes de l'entreprise
Capturer et anticiper les besoins de l'entreprise locale
Soutenir l'exécution des projets et des changements sur le site
Soutenir les utilisateurs clés et les propriétaires de processus locaux pour atteindre les objectifs en utilisant les fonctionnalités du système
Fournir un support de connaissance des processus
Identifier les projets de gestion du changement avec les utilisateurs clés et les propriétaires de processus locaux.
Responsable de la maintenance des applications locales.
Participation à la migration des données dans la mise en œuvre du projet SAP

PRINCIPALES EXIGENCES ET COMPÉTENCES (LE POSTE IDÉAL)

Baccalauréat en commerce, systèmes d'information ou équivalent
Expert AS400 RPG / RPGLE / OS400 version V5R4 et V7R1 / DB400
Expérience de support de l'ERP Mapics dans un environnement de fabrication
Expérience de la pesée ELAN préférable
La connaissance de WinDev serait préférable
10 ans d'expérience minimum de support de systèmes ERP AS400
Expérience approfondie de la mise en œuvre d'applications
Expertise en gestion de projet, la certification PMI est un plus
Bonne compréhension des processus commerciaux et techniques de fabrication
Maîtrise du français, bon niveau de maîtrise de l'anglais
Une expérience dans le secteur du marché de masse / des cosmétiques est un plus
Axé sur les résultats
Orienté client
Solides compétences en communication écrite et verbale
Capacités de travail en équipe
Ouverture à la recherche de solutions alternatives et de moyens d'amélioration/encouragement
Capacité à travailler sous pression
Souci du détail, organisé et capable de hiérarchiser la charge de travail pour accomplir plusieurs tâches et respecter des délais serrés
Capacité démontrée à traduire/communiquer des concepts complexes à des pairs et des partenaires commerciaux
Capacité démontrée à travailler dans un environnement rapide et changeant avec des délais courts, des interruptions et plusieurs tâches/projets se produisant en même temps
Capacité démontrée à tirer parti et à encadrer les autres grâce au leadership de l'équipe technique.
Solides compétences analytiques et de résolution de problèmes
Expérience de la formation et du mentorat d'autres personnes
Leadership et influenceur convaincant

Type d'emploi : Temps plein, CDI

Rémunération : 58 000,00€ à 60 000,00€ par an

Horaires :

Du lundi au vendredi
Travail en journée

Rémunération supplémentaire :

13ème Mois
Prime annuelle

Lieu du poste : En présentiel"
,,"3,6",3F,Ingénieur Etudes Informatique F/H,Paris,50 k € - 55 k € (Estimation de l'employeur),30j+,"En fort développement, Immobilière 3F, recrute pour sa direction des systèmes d’information un :


INGENIEUR ETUDES INFORMATIQUE F/H- Paris 13ème


Rattaché au Responsable études informatiques au sein d'une équipe de 7 personnes, vous participez au développement et à la mise en production de nouveaux projets.


Vous assurez également la maintenance évolutive et corrective des applications du système d’information de l’entreprise.


A ce titre, vos principales activités sont les suivantes :


Maintenance évolutive et corrective (veille technologique pour une éventuelle prise en compte des innovations, rédaction de documentations techniques…).


Analyse des besoins fonctionnels (participation à l’analyse fonctionnelle des besoins utilisateurs, études d’opportunité et de faisabilité technologique, élaboration et rédaction du cahier des charges techniques) ;


Conception et développement (conception d’architecture logicielle, analyse et développement des composants et réalisation des applications) ;


Tests et recettes (définition des protocoles et de scenarii de tests, tests, identification et traitement des dysfonctionnements éventuels) ;


Mise en production (préparation de la mise en exploitation) ;

Formation : Bac+2 à Master 2 (Bac + 5) en informatique de gestion
Compétence fonctionnelle : Vous possédez une expérience significative en développement et suivi d’applications informatiques. Vous avez participé et/ou conduit des projets d’envergure. Une connaissance fonctionnelle de l’ERP du logement Social (ULIS, IKOS ou autre) serait un plus.
Compétences techniques attendues : La maîtrise du Langage SQL et du Développement Oracle PL/SQL sont indispensables.
Qualités attendues : Méthodique, rigoureux (se), autonome, vous avez le sens des responsabilités et êtes force de proposition.


Doté d’un excellent relationnel, vous aimez travailler en équipe et êtes capable d’entretenir un lien étroit avec les opérationnels (internes/externes), notamment les Responsables de services.


Vous êtes reconnu pour votre aisance orale et rédactionnelle."
,,"3,8",Iziwork,Technicien de maintenance informatique (h/f),Chauray,2 k € - 3 k € (Estimation de l'employeur),24h,"Iziwork, l'agence d’intérim digital #1, recherche un Technicien de maintenance informatique (h/f) à Chauray. Candidatez en un clic et accédez à tous nos services depuis la meilleure app du marché.

À propos de la mission

Pour notre client spécialisé dans l'industrie, nous recherchons un Technicien de maintenance informatique H/F pour une mission de plusieurs mois.

Vos missions :




Gestion d'un parc informatique (10 serveurs, 50 PC et 10 machines industrielles)
Maintenir en activité le matériel informatique
Intervenir sur des fichiers pour la production
Installer et configurer le matériel, réaliser un diagnostic
Assister les collaborateurs

Poste à pourvoir dès que possible.

Rémunération & Avantages

Rémunération : 2 100 € - 2 500 € par mois
Avantages :



10% d’indemnités de fin de mission (IFM) + 10% de prime de congés payés (CP), soit un salaire total brut de 2 541,00€ - 3 025,00€ par mois
Demandes d’acompte en 24h
Un des meilleurs CET de France avec un taux d’intérêt de 10% par an
Tous vos services dans une application
Accès rapide à tous vos documents sur notre application
Accompagnement de nos intérimaires tout au long de leur carrière avec notre service formation

Profil recherché

Autonome, persévérant, s'adapte au contexte
A l'aise dans la manipulation de fichier
Bon relationnel

Expérience : Au moins une expérience liée requise, quelque soit la durée


iziwork valorise la diversité, l'égalité des chances et l'inclusion. Toutes les candidatures sont étudiées en fonction des aptitudes et compétences. Vos données personnelles sont traitées conformément à notre politique de confidentialité disponible sur notre site ou sur demande à contact-donnees@iziwork.com. Vous pouvez exercer vos droits conformément au RGPD en suivant la procédure décrite dans celle-ci.

____

Le versement de l'indemnité de congés payés (ICCP) se fait mensuellement. Le versement de l'indemnité de fin de mission (IFM) se fait à l'issue de chaque mission effectivement accomplie, sous réserve des cas de non-versement prévus à l'article L1251-33 du Code du travail."
,,"3,8",Iziwork,Opérateur(rice) de saisie - base de données CRM (h/f),Bois-Colombes,2 k € (Estimation de l'employeur),24h,"Iziwork, l'agence d’intérim digital #1, recherche un Opérateur(rice) de saisie - base de données CRM (h/f) à Bois-Colombes. Candidatez en un clic et accédez à tous nos services depuis la meilleure app du marché.

Notre client est une entreprise japonaise, leader mondial dans les domaines du développement et de la fabrication de systèmes d’automatisation industrielle et d’inspection.

Propose une large gamme de produits innovants à forte valeur ajoutée.
Il s’agit de capteurs, de systèmes de vision, d’instruments de mesure, de lecteurs de codes (1D/2D), de marqueurs laser & jet d’encre, de microscopes numériques ou encore de projecteurs de profil.

Leurs clients sont présents sur tous les secteurs industriels : automobile, agroalimentaire, pharmaceutique, aéronautique, énergie, logistique, etc...

Leurs innovations sont destinées non seulement à répondre aux besoins actuels des sites de production, mais également aux exigences futures en Recherche & Développement.

Notre client s'efforce d’anticiper les tendances futures du marché afin de fournir aujourd'hui les solutions de demain.

À propos de la mission

Création de nouveaux prospects pour le développement de notre base de données clients
Mise à jour des informations de nos contacts dans notre base de données
Réponse aux demandes entrantes sur le chat en ligne de notre site web : prise des informations, définition du besoin, gestion des demandes clients

Rémunération & Avantages

Rémunération : 1 888 € par mois
Volume horaire hebdomadaire de base : 35 heures par semaine
Avantages :



10% d’indemnités de fin de mission (IFM) + 10% de prime de congés payés (CP), soit un salaire total brut de 2 284,48 par mois
Demandes d’acompte en 24h
Un des meilleurs CET de France avec un taux d’intérêt de 10% par an
Tous vos services dans une application
Accès rapide à tous vos documents sur notre application
Accompagnement de nos intérimaires tout au long de leur carrière avec notre service formation
Remboursement du titre de transport à 50%

Profil recherché

Nous recherchons donc des profils :



Saisie rapide
Rigoureux(se)
Polyvalent(e)
A l'aise avec les outils informatiques
Qui a le sens du service client
Curieux(se) sur le monde de l'industrie (petit plus)

Expérience : Au moins 1 an
Certificats requis
Aucun certificat requis


Chez iziwork, nous valorisons la diversité, l'égalité des chances ainsi que l'inclusion des personnes en situation de handicap. Nous examinons attentivement et sans discrimination toutes les candidatures que nous recevons, en accordant une attention particulières aux compétences proposées.

Sachez par ailleurs que vos données personnelles sont traitées avec le plus grand soin pour garantir votre vie privée et votre sécurité, conformément à la réglementation en vigueur. En application du RGPD et de la Loi Informatiques et Libertés, tous les candidats disposent d’un droit d’accès, de rectification, d’opposition et de suppression de leurs données personnelles. Vous pouvez en effectuer la demande à tout moment sur notre site.

Enfin, pour toute autre question, notre équipe est disponible du lundi au vendredi, de 9h à 19h, par téléphone, email et via notre application mobile. Nous sommes là pour vous accompagner dans votre recherche d'emploi !"
,,"3,5",Intersport,Chef de projet Informatique (H/F),Longjumeau,50 k € - 70 k € (Estimation de l'employeur),24h,"Entreprise

Nous rejoindre, c’est choisir l’entreprise de sport la plus dynamique de France !

Nous ne faisons pas que vendre du sport, nous sommes avant tout engagés pour le sport.

Depuis bientôt 100 ans, l’ensemble des membres de la famille INTERSPORT agit pour rendre le sport toujours plus accessible, plus solidaire et plus durable pour mieux vivre ensemble.

Chacun de nos 300 entrepreneurs et plus de 19 000 collaborateurs qui composent notre coopérative de 938 magasins place le collectif au centre de tout.

Notre maillage territorial nous permet de donner accès à tous aux plus grandes marques de sport partout en France. Nous soutenons le développement du sport local avec plus de 12 000 clubs partenaires et nous sommes le premier assembleur de cycles en France avec la Manufacture Française du Cycle.

Alors, si vous avez envie de mouiller le maillot avec nous, BIENVENUE DANS L’EQUIPE !

Poste

Pour accompagner notre croissance, notre Direction de l’Organisation et des Systèmes d’Informations recherche pour son pôle Etudes et Développements, un.e chef de projet informatique H/F.

Votre assurerez une conduite de projets de bout en bout, dans le but d'obtenir un résultat optimal, en adéquation avec les besoins des clients internes (siège et magasins) et les enjeux SI liés au business.

A ce titre, vous interviendrez sur des projets de mise en place de solutions retail au sens large (projets de développement et d’évolutions de nouveaux applicatifs métiers).

Plus précisément, vos missions seront les suivantes :

Cadrer et planifier la mise en œuvre des projets
Rédiger des spécifications et rédiger des cahiers des charges techniques et fonctionnels
Maquetter des applications
Evaluer les risques
Etre garant des délais définis
Piloter et coordonner les parties prenantes associées aux projets
Réaliser des tests fonctionnels, techniques et assurer la recette finale
Assurer la mise en production
Rédiger des supports utilisateurs ou autres documents et accompagner les utilisateurs
Suivre la maintenance évolutive et corrective

Profil

Vous justifiez d’une expérience d’au moins 5/7 années acquises sur des fonctions similaires, vous permettant d'assurer une gestion de projet SI au sein d'environnements techniques complexes, changeants et exigeants dans l’univers du retail. Une première expérience en développement sera appréciée.

Vous avez une bonne compréhension des processus métiers retail (front et back-office magasin, processus de référencement, d’achats etc.) et êtes à l’aise avec les problématiques spécifiques liées à ce secteur. Vous êtes à l’aise avec notre environnement technique : Windows, Windev, Webdev, C#, .net requêtes SQL, ETL Talend etc.

Vous présentez des qualités organisationnelles importantes (autonomie, rigueur, gestion des priorités) et êtes capable de mener, présenter et promouvoir plusieurs projets transverses simultanément.

Vous êtes reconnu.e pour votre aisance relationnelle, votre écoute, votre pragmatisme, votre sens du service client et votre capacité à vulgariser et échanger auprès d’interlocuteurs variés (technique, business, stratégie, etc).

Si cette formidable aventure humaine vous intéresse, BIENVENUE DANS L’ÉQUIPE !"
,,"3,8",Michael Page,Technicien Support Réseaux H/F,Venerque,30 k € - 38 k € (Estimation de l'employeur),24h,"Intégrez les équipes de notre client, acteur majeur des télécommunications par satellite, comme Technicien Support Réseaux en CDI. Poste basé au sud de Toulouse.

Rattaché à l'équipe support, vous accompagnez les clients dans l'utilisation technique des produits et vous formez les supports aux niveaux précédents pour améliorer l'efficacité du service de l'entreprise.

La maîtrise de l'anglais courant est requise à ce poste.

En tant que Technicien Support Réseaux et dans le cadre des responsabilités qui vous seront confiées au sein du support technique niveau 2/3, sur la partie réseaux principalement, vos missions sont les suivantes :

Prendre en charge les demandes dans l'outil CRM et dans un ordre de priorité défini,
Vérifier les informations remontées par les lignes précédentes,
Informer les clients internationaux de la prise en charge de leurs tickets et leur tenir continuellement informé du statut de leur demande,
Tenir le ticket incident à jour et en assurer le suivi jusqu'à sa fermeture,
Valider la qualification du problème rencontré par le client,
Procéder aux vérifications correspondantes dans les outils internes,
Analyser les données disponibles pour poser un diagnostic ou appliquer une solution connue,
Tenter de répliquer le problème sur le banc de test et le cas échéant, se coordonner avec l'utilisateur afin de pouvoir extraire des données utiles à la résolution,
Prendre conseil auprès de l'équipe si nécessaire,
Prendre contact avec les équipes d'ingénierie ou partenaires tiers pour remonter des problèmes relevant de leur compétence, suivre cette demande et tenir le client informé du statut,
Participer à la formation des équipes aux niveaux précédents.

Diplômé d'un Bac +2 minimum spécialisé en informatique, réseaux ou télécommunication, votre appétence pour la communication et l'informatique vous permet de comprendre et résoudre des problèmes complexes.

Vous avez des solides connaissances réseaux (protocole TCP/IP, VoIP...).

La maîtrise courante de l'anglais oral et écrit est nécessaire à ce poste.

Processus de recrutement :

Entretien avec votre Consultant Michael Page,
Entretien avec le Responsable Technicien Support N3 en visio,
Entretiens avec l'équipe RH et le Responsable Techniciens Support N3 sur site."
,,"3,8",CGI,Consultant(e) Analyste Fonctionnel confirmé(e) - Secteur Transport F/H,Paris,,24h,"Chez CGI, leader mondial du conseil et des services numériques, nous sommes convaincus que le digital et l’innovation sont de formidables leviers pour accélérer la transformation de la société et mettre la technologie au service du plus grand nombre.

IoT, machine Learning, IA/RPA, chatbots, modernisation IT, data, UX ou encore e-santé… Nos équipes accompagnent les administrations centrales et locales, organismes publics et privés, acteurs du monde du transport, pour optimiser l’expérience usager et les services qu'ils proposent aux citoyens.

Fonctions et responsabilités

Vous interviendrez sur les missions suivantes :

Rédaction et mise à jour de spécifications fonctionnelles détaillées.
Rédaction de procédure fonctionnelle pour le métier ou le support niveau 1
Animation d'ateliers avec les utilisateurs métiers.
Réalisation de la recette fonctionnelle
Echange avec l'équipe pour mise à jour des tests de TNR.
Réalisation et suivi de plannings.
Communication sur l’avancement de la réalisation du produit auprès du manager et des utilisateurs.
Support aux utilisateurs et l'équipe support niveau 1.

Qualités requises pour réussir dans ce rôle

Titulaire d’un Bac+ 5 (informatique, école d’ingénieur ou école de commerce), vous avez une expérience significative de 4 à 6 ans en tant qu'analyste fonctionnel
Expérience sur une TMA
Expérience scolaire ou professionnelle en développement Java J2EE
Expérience scolaire ou professionnelle en SQL
Maîtrise des méthodes, normes et outils de conception
Capacité à maquetter des applications ou des systèmes d’information.
Capacité à mener une démarche d’analyse des besoins
Qualité de rédaction et de communication.
Capacité à appréhender et comprendre le contexte métier dans lequel s'inscrivent les applications pour lesquelles il doit rédiger les spécifications.
Capacité à réaliser un planning et en assurer le suivi.
Connaissance des méthodes pour conduire et suivre les recettes fonctionnelles d’une application.
Capacité à remonter l'information à sa hiérarchie.
Esprit d'initiative.

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+

En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE...).

Ensemble, en tant que propriétaires, mettons notre savoir-faire à l’œuvre.

La vie chez CGI est ancrée dans l’actionnariat, le travail d’équipe, le respect et un sentiment d’appartenance. Chez nous, vous pourrez exploiter votre plein potentiel parce que…

Nous vous invitons à devenir propriétaire dès le jour 1 alors que nous travaillons ensemble à faire de notre rêve une réalité. C’est pourquoi nous nous désignons comme associés de CGI, plutôt que comme employés. Nous tirons profit des retombées de notre succès collectif et contribuons activement à l’orientation et à la stratégie de notre entreprise.

Votre travail crée de la valeur. Vous élaborerez des solutions novatrices et développerez des relations durables avec vos collègues et clients, tout en ayant accès à des capacités mondiales pour concrétiser vos idées, saisir de nouvelles opportunités, et bénéficier d’une expertise sectorielle et technologique de pointe.

Vous ferez évoluer votre carrière en vous joignant à une entreprise bâtie pour croître et durer. Vous serez soutenus par des leaders qui ont votre santé et bien-être à cœur et qui vous permettront de saisir des occasions afin de parfaire vos compétences et élargir les horizons.

Joignez-vous à nous, l’une des plus importantes entreprises de conseil en technologie de l’information (TI) et en management au monde."
,,"3,9",EURO-INFORMATION PRODUCTION,Ingénieur systèmes unix / linux (H/F),Strasbourg,35 k € - 50 k € (Estimation de l'employeur),30j+,"Qui sommes nous

Euro-Information, filiale technologique de Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d’information commun utilisé par le Groupe.

Les activités de développement et de production informatique au niveau national et international sont assurées par environ 4000 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.

Première Banque à adopter le statut d’entreprise à mission, le Crédit Mutuel Alliance Fédérale s’investit et s’engage dans différentes missions sociales et environnementales :

L’accompagnement de tous par notre organisation coopérative et mutualiste reste au cœur de notre ADN.
La technologie au service de l’humain est une référence dans notre monde connecté.
La solidarité et l’éco-responsabilité deviennent des axes clés dans notre développement.

Notre raison d’être : Ensemble, Ecouter et Agir.


Vos missions

Afin de renforcer notre équipe en charge de l’administration Unix/Linux, nous recherchons un Ingénieur Système.

Dans un contexte international, vous avez en charge l’administration et le déploiement de plateformes Unix/Linux dans nos datacenters. Vous assurez le maintien en condition opérationnelle des environnements existants, ainsi que leur administration récurrente et leur évolution. Vous participez à de nombreux projets de migration et d’évolution de nos infrastructures.


Ce que vous allez vivre chez nous
Télétravail (2 jours par semaine)
Rémunération fixe versée sur 13 mois
RTT
Intéressement, participation et abondement
Plan épargne entreprise et PERCO
Contrat de santé collectif
Prévoyance
Retraite supplémentaire prise en charge à 100% par l’employeur
Conditions bancaires et assurances préférentielles
Politique parentale avantageuse

Ce que nous allons aimer chez vous

De formation supérieure Ingénieur ou Universitaire à dominante informatique, vous avez des compétences dans l’administration des OS Linux / Unix, ainsi qu’une bonne connaissance des environnements haute-disponibilité :

Administration Linux RedHat et IBM AIX,
Forte sensibilité aux problématiques de sécurité des systèmes et des réseaux,
Maîtrise des processus d’industrialisation sous Unix,
Connaissance des architectures de production grande-échelle et environnements haute-disponibilité,
La maîtrise des technologies Cloud IaaS/PaaS/CaaS est un plus.

Vous maîtrisez l’anglais

Vous avez le goût des contacts, l’aptitude à communiquer et le sens du travail en équipe. Vous êtes motivé (e) et vous savez faire preuve d’autonomie et d'initiatives.


Autres informations

Le poste basé à Strasbourg est à pourvoir immédiatement."
,,,Ace Emploi,Expert en Sécurité Informatique H/F,Montbonnot-Saint-Martin,39 k € - 50 k € (Estimation de l'employeur),30j+,"CDIFLEX recrute pour un de ses client, un Expert en Sécurité Informatique en CDI.

Responsabilités :

Analyser et évaluer les risques de sécurité informatique.
Mettre en place et maintenir des mesures de sécurité pour protéger les systèmes et les données.
Surveiller les systèmes pour détecter les vulnérabilités et les incidents de sécurité.
Réagir rapidement et efficacement aux incidents de sécurité.
Collaborer avec les équipes internes pour assurer la conformité aux politiques de sécurité.
Former et sensibiliser les employés aux bonnes pratiques de sécurité informatique.

Compétences requises :

Minimum de 3 ans d’expérience en sécurité informatique.
Connaissance approfondie des protocoles de sécurité, des outils de surveillance et des meilleures pratiques.
Expérience avec les systèmes de détection d’intrusion, le pare-feu et les solutions antivirus.
Capacité à analyser les menaces et à proposer des solutions adaptées.
Excellentes compétences en communication et en résolution de problèmes.
Certification en sécurité informatique (CISSP, CEH, etc.) est un plus.

Profil recherché :

Vous êtes idéalement Ingénieur en Informatique et possédez au moins 3 ans d’expérience dans le domaine de la sécurité informatique et sera capable de protéger nos systèmes et données contre les menaces potentielles.
Autonome, rigoureux et proactif.
Capacité à travailler en équipe et à gérer plusieurs projets simultanément.
Passionné par la sécurité informatique et les nouvelles technologies.

Déplacement à prévoir en France.



Information du poste

Type de l'offre: À plein temps CDI

Lieu: Innovallée Montbonnot, Montbonnot-Saint-Martin, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38330, France

Salaire proposé: 39000€ - 50000€ par an

Publication: Publié il y a 1 semaine

Expérience: 3 ans

Qualification: Master (bac+5)

Candidature: 0"
,,,GROUPE ID SEARCH,Directeur Infrastructure H/F,Tremblay-en-France,70 k € - 80 k € (Estimation de l'employeur),26j,"Tertialis, groupe ID SEARCH, est spécialisée dans le recrutement de personnel cadre et non cadre. Présent depuis 15 ans sur le marché du recrutement, notre équipe est experte sur les métiers de l'IT et des nouvelles technologies. Nos collaborateurs mettent tout en œuvre pour évaluer avec pertinence les compétences et aptitudes recherchées.

Société à taille humaine, Tertialis valorise une relation de proximité, d’écoute et d’accompagnement avec ses candidats.

Notre client recherche, dans le cadre d’un CDI :

Responsable Infrastructure (H/F)

Lieu : Tremblay en France (93)
Poste éligible au télétravail 2 jours par semaine
Salaire 70/80 ke + variable 1 mois de salaire + participations

Rattaché(e) au Directeur des Systèmes d’Information, vous avez la charge de tous les aspects stratégiques, projets et opérationnels liés aux infrastructures, à l’exploitation et aux développements informatiques du Groupe. Vous gérez une équipe de 10 personnes environ répartie sur plusieurs sites.

Descriptif du poste :

Vous proposez des solutions sur les plans technologiques, sous-traitance, services, sécurité, organisation et ressources humaines, de nature à accompagner la croissance du groupe et de ses enseignes. Vous assurez une veille technologique permanente sur tout ce qui touche aux infrastructures (cloud computing, on premise, réseaux, télécom, stockage, sécurité, etc.) et aux bonnes pratiques de votre domaine.

Vous êtes garant de la disponibilité des infrastructures groupe et de l'infrastructure applicative (serveurs répartis en OnPremise / Cloudprivé / Cloud public, réseaux LAN/WAN/Wifi, Applications Saas, Parc impression, Salles de réunion Visio, etc).

Accompagnement du RSSI sur le volet sécurité et application des politiques définies.
Gestion de Office 365 et AD / AzureAD
Accompagnement des équipes applicatives dans l'intégration des solutions dans l'infrastructure existante en prenant en compte les contraintes de performance et d'exploitation associées. Participation au choix des solutions et validation des modes d'hébergements associés (Saas, Iaas, etc)
Gestion des prestataires externes.
Elaboration et Gestion du budget OPEX/CAPEX annuel des Infrastructures

En appui de votre Chef de Projets, vous supervisez les projets d’évolution et de sécurisation des infrastructures et vous fournissez les infrastructures nécessaires sur les projets de mise en œuvre d’applications métiers.

Vous êtes le garant de la disponibilité et de la sécurité des infrastructures et des données, de la résolution rapide des problèmes de production et de la satisfaction des utilisateurs de nos services d’infrastructures (matériels, logiciels, connectivité, téléphonie, messagerie…).

En tant que Manager d’équipe, vous gérez vos collaborateurs directs au quotidien et les développez dans la bienveillance et l’exigence des résultats. Vous définissez, pilotez et optimisez les budgets de votre service. Vous fournissez les tableaux de bord de suivi de vos activités.

Sur l’ensemble des sujets, un important travail transverse est à mener de façon à fédérer l’ensemble des équipes DSI et métiers autour des projets du domaine.

Profil recherché :

De formation Bac +4 minimum en informatique et avec au moins 5 ans d’expérience professionnelle, vous êtes l’Expert(e) technique passionné par les technologies de l’information : IaaS (clouds privés, clouds publics), PaaS, Saas, serveurs, stockage, virtualisation, LAN, WAN, WLAN, PC, mobilité, web, sécurité. Vous avez une excellente maîtrise des environnements Microsoft (Office 365, Windows, Azure, SQL Server) et de bonnes connaissances Linux. La veille technologique est pour vous un élément important de votre quotidien. Vous savez gérer des projets, des prestataires techniques, et maîtrisez les concepts ITIL.

Type d'emploi : Temps plein, CDI
Statut : Cadre

Avantages :

Intéressement et participation
Prise en charge du transport quotidien
RTT

Horaires :

Du lundi au vendredi

Lieu du poste : En présentiel"
,,"3,3",SGS Société Générale de Surveillance SA,Tech Lead Java Fullstack,Nanterre,150 k € - 200 k € (Estimation de l'employeur),3j,"Vos missions au quotidien

Au sein de Franfinance, filiale à 100% du Groupe Société Générale, vous rejoindrez une équipe d’une dizaine de développeurs Java fullstack en charge des applications Transverses (API, Web, Diffusion, Editique) du Financement Aux Entreprises de Franfinance. Vous serez le/la référent/e technique de l’équipe et apporterez votre expertise pour définir les architectures cibles, améliorer les pratiques de développement du périmètre applicatif. Vous accompagnerez la transformation digitale et l’innovation du FAE.

Vos missions au quotidien sont les suivantes :

Développer les solutions logicielles pour répondre aux besoins de nos métiers
Proposer, participer à la définition et la validation des architectures techniques
Assurer un haut niveau de qualité logiciel par la diffusion des bonnes pratiques de développement (coaching, clean code, Software Craftmanship)
Garantir la performance, la sécurité, la disponibilité et maîtriser la dette technique de nos solutions
Discuter et challenger les architectes techniques sur les meilleures solutions à mettre en œuvre

Et si c’était vous?

Vous êtes diplômé(e) d’un BAC +5 en Informatique / École d’Ingénieur.

Coder est pour vous une passion, et pas seulement une compétence.

Vous êtes déjà spécialisé(e) sur le langage Java et les outils de développement (Git, Github Enterprise, Eclipse, Jenkins)

Vous avez le sens du service, faites preuve d’esprit d’équipe, de rigueur et de curiosité.

Nous avons la conviction que la diversité de nos collaborateurs sous toutes ses formes est une richesse pour notre entreprise et ses clients. Nos postes sont ainsi ouverts à tous. Nous garantissons l’égalité de vos chances dans nos processus de recrutement et tout au long de votre carrière chez Franfinance.

Pourquoi nous choisir?

Franfinance est une institution financière à taille humaine, dynamique et innovante, filiale à 100% du groupe Société Générale. En nous rejoignant, vous intégrez une communauté de 1200 experts du financement qui accompagnent 2500 partenaires marchands à financer, de manière responsable, les projets des particuliers (n°4 du marché français du crédit à la consommation) et des entreprises (n°2 du leasing aux entreprises).

Jusqu’à 2 jours de télétravail par semaine et 12 jours flexibles par an.

RER A - RUEIL MALMAISON

Pour en savoir plus sur Franfinance, rendez-vous sur www.franfinance.com!

#J-18808-Ljbffr"
,,,Indigoo,COLLABORATEUR SYSTEME INFORMATION DECISIONNEL H/F,Rennes,,30j+,"INDIGOO, marque de BREIZH INTERIM, un acteur majeur du recrutement sur le Grand Ouest. Multi-spécialiste, nous sommes proche de nos candidats et de nos clients.

Constamment à l'écoute du marché et de ses attentes, nos équipes mettent tout en œuvre pour vous apporter les meilleures solutions en matière de recrutement quel que soit votre secteur d’activité et la fonction visée. Industrie, BTP, Transport, Agroalimentaire, Tertiaire.

Description du poste
Notre client, recrute son nouveau COLLABORATEUR SYSTEME D’INFORMATION DECISIONNEL H/F en mesure de les accompagner.

Rattaché à la Direction des Finances et des SI, vous êtes chargé d’assurer la gestion des Systèmes d’Information, sur un aspect aussi bien administratif que technique.

Vos principales missions au cœur de cette entité sont :

Assurer la maintenance des serveurs des données décisionnelles,
Vérifier la qualité des données intégrées et en assurer le suivi,
Prendre en charge, former et assurer le support aux utilisateurs,
Développer, suivre et assurer la fiabilité les indicateurs,
Mettre en place et maintenir les outils de pilotage et les progiciels décisionnels,
Gérer les structures et la capacité des lits dans le SI,
Participer à la production des statistiques interne et externe en lien avec le contrôle de gestion,
Faire le lien avec les éditeurs des progiciels décisionnels,
Gérer des projets transverses (mise en place solution data visualisation, intégration nouvelles données de pilotage, modification version SAP…).
Profil recherché

Plus que votre formation c’est votre envie d'intégrer le CHU reconnue pour son professionnalisme et son exigence qui feront la différence.

Passionné de votre métier sur les aspects techniques et fonctionnels et ayant une réelle appétence pour la gestion de projets, ce poste sera la clef d'entrée pour continuer à faire évoluer votre expertise.

On dit de vous que vous êtes autonome, rigoureux voir pointilleux et que vous avez l’esprit d’équipe...Parfait, n’hésitez plus et postulez !

Indigoo#1


Entre 5 ans et 10 ans"
