Nom_poste,Contrat,Description,Salaire,Experience,Entreprise
"Data Engineer Sénior F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Nous recrutons un Data Engineer Expérimenté à Paris
Vous avez une expertise en Azure, Databricks et Power BI et souhaitez mettre votre savoir-faire au service de projets innovants ? Rejoignez-nous pour piloter des choix techniques stratégiques et façonner l'architecture des solutions data chez les plus grands industriels français et internationaux.
Votre mission :
-Concevoir et déployer des infrastructures data robustes
-Sélectionner les technologies adaptées aux besoins métiers
-Automatiser la collecte, le stockage et la transformation des données
-Assurer l'accès et la remontée des données vers Power BI
Profil recherché :
-Diplômé(e) d'une école d'ingénieur ou équivalent
-Minimum 6 ans d'expérience en Data Engineering
-Adaptable, passionné(e) et prêt(e) à relever des défis techniques
Ne manquez pas cette opportunité de booster votre carrière dans un environnement stimulant !
Postulez dès maintenant

Profil recherché:

Profil recherché :
-Diplômé(e) d'une école d'ingénieur ou équivalent
-Minimum 6 ans d'expérience en Data Engineering
-Adaptable, passionné(e) et prêt(e) à relever des défis techniques",Salaire brut : A négocier,Expérience exigée de 6 An(s),"
OREL SERVICES FRANCE
"
[Alternance] Data Analyste (Customer Voice) F/H (H/F),"
Contrat à durée déterminée - 24 Mois

Contrat apprentissage
","Vous êtes à la recherche d'une expérience enrichissante pour votre Alternance ? Nous vous proposons l'opportunité de mettre en pratique vos connaissances, d'en acquérir de nouvelles et de vous immerger dans un environnement dynamique et innovant.

Vous travaillez en étroite collaboration avec la Tribe Customer Experience, les équipes du Service Client et la communauté de Data Champions de Nickel.

Au sein de l'équipe, vous travaillez sur des sujets liés à l'acquisition et à la rétention client, ainsi qu'à l'amélioration en continu de nos parcours. Vous jouez également un rôle de support auprès des équipes du Service Client et réglementaires dans l'ensemble des pays où Nickel est présent.

Au quotidien, vous apprendrez à :

 * Mettre en place des enquêtes de satisfactions (définition du ciblage, automatisation des envois, analyse et présentation des résultats)
 * Participer à l'amélioration continue des Dashboards de l'équipe sous Looker Studio (monitoring de l'activité, analyse métiers)
 * Produire des analyses data liées aux comportements et profils clients (usages du compte, des services, usages digitaux, demandes au service client...)
 * Participer à l'intégration et à la transformation des modèles de données liés à l'expérience client sous dbt
 * Automatiser des exports à destination des équipes métiers
 * Collaborer avec les équipes Produit pour soutenir les développements stratégiques des offres Nickel
 A propos de vous

 * Vous faites preuve d'écoute et d'empathie, de synthèse et vous avez une bonne capacité de vulgarisation
 * Vous appréciez la démarche scientifique et souhaitez contribuer au développement d'une culture ""data-centric""
 * Vous êtes reconnu pour votre rigueur et votre curiosité
 * Vous avez les bases du langage SQL ainsi que d'un outil BI de Reporting / Visualisation de données

Vous possédez un niveau d'anglais professionnel permettant de participer à des réunions, rédiger des documents et communiquer avec des collègues internationaux

Dates de démarrage : Selon vos disponibilités 

 Avantages

 * Accord de télétravail 
 * 25 jours de congés payés + 5 Nickel days 
 * Accord de participation et d'intéressement
 * Forfait Mobilité (vélo, trottinettes .) 
 * Mutuelle avantageuse Henner et prévoyance
 * CSE (Chèques vacances, activités extra-professionnelles, etc)
 * Partenariat Gymlib pour les activités sportives et de bien-être
 * Salle de sport
 * Localisation Gare Sud - Nantes

Les basiques : une carte ticket restaurant  et une prise en charge à 50% des transports en commun

Le succès de Nickel, c'est la diversité des profils et la richesse des parcours de chacun de nos collaborateurs. Plus qu'un diplôme, c'est votre personnalité et votre envie de nous rejoindre qui feront la différence !",,Débutant accepté,"
FINANCIERE DES PAIEMENTS  ELECTRONIQUES
"
"Gestionnaire Master Data (/X) F/H - Finance, trésorerie (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
Vous êtes passionné(e) par la gestion des données et souhaitez contribuer à l'efficacité d'une supply chain moderne ? Nous recherchons un(e) Gestionnaire Master Data pour rejoindre notre équipe dynamique. Si vous aimez travailler en collaboration, relever des défis et apporter des solutions, cette opportunité est faite pour vous !   Missions : En tant que Gestionnaire Master Data vous devrez :  1. Gérer l'introduction des Nouvelles Offres  
*  Collaborer avec l'équipe projet pour élaborer la découpe industrielle et s'assurer de la conformité avec le cycle de vie des produits.   
*  Gérer la création et l'évolution des articles et BOM dans l'ERP pour assurer la fluidité et l'efficacité de notre supply chain.   2. Contribuer à la Satisfaction Clients  
*  Contrôler et corriger les commandes pour assurer une traduction efficace des besoins clients en ordres de fabrication.    
*  Respecter les lead-times pour toutes les activités liées à l'introduction de nouvelles offres et à la mise à jour des articles.    
*  Maintenir les données et suivre les indicateurs de performance pour garantir une excellente qualité de service.    3. Expertise Technique et Support  
*  Apporter votre expertise aux équipes projet et méthodes sur l'élaboration des données produits, tout en garantissant leur pertinence.    
*  Collaborer avec les équipes Master Data en Bulgarie sur les évolutions des process et outils, favorisant une culture de partage des connaissances.    
*  Participer aux phases de migration et aux nouveaux projets, contribuant ainsi à l'évolution de nos outils.   

Profil recherché:
Profil recherché :  Formation Bac+3 à Bac+5 en lien avec la supply chain  Expérience 1 ou plusieurs expériences en supply chain  Compétences  
*  Connaissance/Maîtrise de SAP    
*  Suite office : Excel, Power Point, Word   
*  Connaissance des processus de gestion des données produits. (Idéalement)   Langues  
*  Anglais obligatoire pour échanger avec des collaborateurs internationaux.   Qualités personnelles  
*  Excellentes compétences analytiques et un souci du détail.    
*  Capacité à travailler en équipe tout en communiquant efficacement avec divers interlocuteurs.    
*  Compétences organisationnelles solides et capacité à gérer plusieurs tâches simultanément.   
*  Curiosité et volonté d'apprendre, avec une envie de comprendre les enjeux de notre supply chain.   Nous Offrons : 
* Télétravail possible 1 à 2 jours par semaine 
* Horaires flexibles 
* Accès à une bibliothèque 
* Outils disponibles via le club de bricolage 
* Restaurant d'entreprise avec participation financière",Salaire brut : A négocier,Expérience exigée de 3 An(s),"
Eviden
"
Alternance - Data Scientist & Développeur IA F/H - Informatique de gestion (H/F),"
Contrat à durée déterminée - 24 Mois

Contrat apprentissage
","Descriptif du poste:
Tu cherches une mission concrète, pleine de défis technos, au coeur de l'IA, de la data, du dev et de l'impact opérationnel ? Rejoins Orange Business, un grand groupe à l'esprit startup, pour transformer les usages métiers grâce à l'innovation.
En tant qu'alternant(e) Data Scientist & Développeur IA, tu intégreras une équipe dynamique au sein de l'unité FOPS/SC sur Rennes. Ton rôle : explorer, comprendre et automatiser les processus opérationnels avec la puissance des données et de l'IA.
Tes missions principales :
Implanter l'IA dans les processus métiers : co-construire des cas d'usage IA concrets avec deux entités opérationnelles.
Explorer les datalakes pour en tirer de la valeur métier, grâce à des analyses avancées et de la data visualisation.
Créer & automatiser des dashboards opérationnels : rendre les données accessibles, lisibles et actionnables.
Utiliser les LLMs (Large Language Models) et le prompt engineering pour booster la performance.
Produire des mini-guides & tutoriels vidéo pour accompagner les utilisateurs dans la prise en main des outils.
Coder intelligemment : mise en place de scripts, outils, automatisations, macros Excel/VBA... tout ce qui rend la vie plus simple !
Tu seras accompagné(e) au début par un binôme expérimenté sur un premier projet pour monter rapidement en compétence, puis tu prendras la main sur ton propre projet, en autonomie, avec des vrais enjeux et des impacts réels.


Profil recherché:
. Étudiant(e) en école d'ingé, Master Data/IA/Dev (ou équivalent)
. Bonne maîtrise de Python, SQL, des outils de dataviz (Power BI, Streamlit, etc.)
. Curieux(se) des LLMs (ChatGPT, Gemini, etc.), avec des bases en prompt engineering
. Capacité à structurer, automatiser et optimiser des process via le code
. À l'aise avec Excel, et des notions de VBA sont un vrai plus
. Bon niveau d'anglais professionnel (oral & écrit), contexte international oblige
. Tu es autonome, curieux(se), proactif(ve), avec un mindset orienté solution
. Tu aimes travailler en équipe, tu as envie de faire bouger les lignes, et de contribuer à des projets transverses à fort impact",Salaire brut : A négocier,Débutant accepté,"
ORANGE BUSINESS
"
Alternant Ingénieur Data F/H (H/F),"
Contrat à durée déterminée - 24 Mois

Contrat apprentissage
","Dans le cadre de vos missions, vous serez amené à réaliser les opérations suivantes :
* Assurer l'intégration, la cohérence et la disponibilité des modèles CAO de produits complets ou de sous-ensembles
* Participer à l'élaboration du dossier de définition des produits à l'aide des outils de conception.
* Réaliser les nomenclatures de niveau supérieur dans le PLM (Product Lifecycle Management) selon les procédures et formats applicables.
* Réaliser tous les contrôles nécessaires à la vérification des documents livrables (plans, 3D, nomenclatures,). Au niveau des plans, s'assurer de la qualité de la cotation et de la justification des tolérances.
* Mettre au point, rédiger, partager les procédures d'intégration des articles.
* Accompagner les équipes dans la mise en oeuvre des nouvelles procédures.
* Participer aux phases de travail collaboratives et des bonnes pratiques des filiales SEC Europe et partager les bonnes pratiques du site SEC France.
- Vous disposez à minima d'une formation Bac +2, type BTS ou BUT en Conception des Produits Industriels ou Génie Mécanique.
- Des connaissances en mécanique sont nécessaires afin d'être à l'aise avec les techniques de fabrication et les méthodologies de conception (chaine de cote, calcul statique, analyse fonctionnelle, cotation ISO).
- La maîtrise de CATIA V5, module Solide, Surfacique et Assemblage, est impérative pour réussir votre mission. Vous maîtrisez aussi un logiciel PLM.
- Vous disposez d'un niveau d'anglais intermédiaire

Soft skills :

Pour votre savoir-être, vous disposez d'un bon relationnel d'équipe et êtes capable d'interagir avec une variété de clients internes. Vous savez faire preuve d'inventivité et vous démontrez une réelle envie d'apprentissage en continu.",,Débutant accepté,"
Safran
"
"Consultant MOA Data F/H - Finance, trésorerie (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Missions :
Les attendus sont les suivants : 
-  Assister la MOA dans la traduction des besoins Métier en besoins fonctionnels et techniques, 
-  Participer aux études fonctionnelles et ateliers métier lors de la définition du besoin, en s'assurant de leur faisabilité technique et fonctionnelle en lien avec toutes les parties prenantes (Métier, MOA, architectes, contributeurs MOE, exploitants), 
-  Réaliser / piloter les études et concevoir les solutions pour répondre aux besoins exprimés en rédigeant / pilotant la rédaction des livrables de la méthodologie,  
-  Participer à la conception de la stratégie de Tests & Recette dès le début du projet et accompagner les Recettes fonctionnelles MOA (Tests FONctionnels),
-  Assurer la communication avec l'ensemble de ses clients, contributeurs et fournisseurs/éditeurs pour la mise sous contrôle de ses actions.

Profil recherché:

Environnements Techniques : 
Les environnements techniques relatifs au projet sont les suivants :
Base de données : PostGreSQL
Langages : Java, Angular / PLSQL / Shell/ xml",Salaire brut : 40 - 50 k€ brut annuel,Débutant accepté,"
STORM GROUP
"
Alternant DATA Scientist (F/H) (H/F),"
Contrat à durée déterminée - 24 Mois

Contrat apprentissage
","APRR, branche du Groupe Eiffage recrute !
Nous recherchons notre

Alternant DATA Scientist (F/H) 

Sur notre site de Dijon (21 - Saint-Apollinaire)

Contrat Alternance - Temps plein - Statut ETAM

A compter de septembre 2025 pour une durée souhaitée de 24 mois

VOS MISSIONS

Au sein de la Direction de l'Ingénierie & des Systèmes d'Information, dans Département DATA, nous recrutons un/une alternant(e) afin de participer aux différents projets de valorisation des données du groupe APRR notamment le développement de solutions de reporting en réponse aux besoins de collaborateurs internes mais aussi au déploiement de modèles IA.

A ce titre et en collaboration avec votre tuteur, vous participerez à des activités qui consistent à :

 * Organiser les processus d'analyse de données et contribuer à la qualification et à la gestion de données au sein de notre Datalake et Datawarehouse (Snowflake / Dataiku) ;
 * Développer les solutions de reporting et les tableaux de bord sous PowerBI répondant aux besoins métier ;
 * Développement et optimisation de modèles de Machine Learning / Deep Learning (Dataiku) ;
 * Mise en production des modèles et suivi de leur performance (Dataiku) ;
 * Préparer et documenter les sources de données destinées à être utilisées dans les différents rapports construits par les porteurs de projets ;
 * Assurer le RUN et le MCO : superviser, maintenir et veiller au bon fonctionnement des outils.
VOTRE PROFIL

Formation :

Vous souhaitez préparer une formation de type Bac+5 dans le domaine de la DATA avec une appétence pour l'IA.

Compétences techniques :

 * SQL / NoSQL ;
 * Outil de développement Python (Librairie : Pandas, Scikit-Learn, TensorFlow/PyTorch.) ;
 * Plateforme Datalake et Datawarehouse Snowflake.

Compétences comportementales :

 * Force de propositions ;
 * Curiosité et ouverture d'esprit.

Vous vous reconnaissez dans cette description ? Alors, rejoignez-nous !

Déposez votre CV et une lettre de motivation en ligne, sous la référence 2025ALTDC017, sur notre site emploi :

https://jobs2.eiffage.com/APRRConcessions.",,Débutant accepté,"
A.P.R.R (Autoroutes Paris Rhin Rhone)
"
Concepteur Développeur SI & Data Industrie F/H - Informatique de gestion (H/F),"
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
Intégré(e) à une équipe d'une quinzaine de personnes au sein de la Direction des Systèmes d'Information, votre rôle sera d'analyser le besoin métier, définir les options techniques et rédiger le code informatique, répondant aux exigences du cahier des charges du client pour une solution tout en apportant des recommandations UX (expérience utilisateur) - UI (interface utilisateur).
Grâce à vos compétences, vous serez amené(e) à :
- Concevoir, développer et assurer la maintenance des applications (Docker, Git, Python, C, Java...)
- Garantir le bon fonctionnement des solutions et assurer le support utilisateur
- Participer à des projets innovants (IIoT, Data...)
- Piloter la conception des solutions en lien avec les chefs de projet SI et métiers
- Coordonner les parties prenantes internes et externes (éditeurs, intégrateurs...)
- Tester, documenter et optimiser les solutions livrées

Notre rémunération comporte un salaire fixe et des éléments additionnels individuels (une part variable pour nos salariés cadres et une prime d'ancienneté ainsi qu'une prime annuelle pour nos salariés non-cadres) ou collectifs dépendant de la performance et des résultats de l'entreprise (participation, intéressement).
De nombreux services/avantages sont également proposés : restaurant d'entreprise, épargne salariale (PEG, PERCOL), protection sociale (mutuelle et prévoyance), comité social et économique, infirmerie et service de santé au travail interne...

Profil recherché:
- De formation BAC+2/3 en Développement d'Application web ou de Solutions Informatiques (Data, Business Intelligence, Statistiques ou Data Science). Vous possédez une expérience significatives (minimum 3 ans) sur des fonctions similaires.
- Vous êtes aguerri(e) aux langages et environnements de programmation NODE JS, Typescript et react ainsi qu'à l'environnement des applications web appliquées à l'extraction et l'analyse des données. Familier(ère) des méthodes agiles et de ses implications.
- Compte tenu de l'environnement international de la société, un bon niveau d'anglais à l'écrit et à l'oral est apprécié.

010",Salaire brut : A négocier,Expérience exigée de 2 An(s),"
MBDA
"
"Chef de Projet Data F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

En tant que Chef de Projet E2E Data, vous serez responsable du pilotage transversal de la chaîne de développement et de traitement des données, en veillant à son bon fonctionnement et à sa cohérence avec l'ensemble des briques techniques (ECU, multimédia, etc.). Vous travaillerez en étroite collaboration avec les experts techniques et les différentes parties prenantes pour structurer, coordonner et assurer la réussite du projet.
Missions principales
* Piloter la chaîne de traitement E2E Data en coordonnant les différents acteurs (experts, équipes techniques, métiers.).
* Assurer la cohérence et la fluidité des échanges de données entre les différentes briques technologiques (calculateurs, multimédia, etc.).
* Comprendre les enjeux techniques et fonctionnels liés au projet sans être un expert en data science, mais en étant capable de dialoguer avec les spécialistes.
* Construire une roadmap projet claire et définir un plan de déploiement efficace dans tous les secteurs concernés (ex. mémoire des calculateurs, débit de données.).
* Synthétiser et communiquer efficacement les avancées du projet à travers des supports adaptés (One Pager, reporting, présentations stratégiques).
* Identifier les risques et les opportunités, et proposer des solutions adaptées aux contraintes techniques et organisationnelles.
* Faciliter la prise de décision en fournissant une vision transverse et en assurant une bonne compréhension des impacts à tous les niveaux.
 

Profil recherché:

* Expérience confirmée en gestion de projet dans un environnement technique, idéalement dans l'industrie automobile, l'IoT ou un secteur similaire.
* Expérience en tant que Data Scientist
* Excellente capacité de communication pour échanger avec des experts et des parties prenantes variées.
* Bonne compréhension des enjeux liés à la data, aux flux de données et aux contraintes techniques des systèmes embarqués.
* Capacité d'écoute et d'analyse, avec un bon sens du recul pour structurer et arbitrer efficacement les décisions.
* Aptitude à la synthèse, capable de produire des supports clairs 
* Sens de l'organisation et rigueur, avec une capacité à gérer des projets complexes et multi-acteurs.
Compétences techniques et soft skills
* Gestion de projet transverse (planification, coordination, suivi).
* Connaissance des architectures embarquées (ECU, multimédia, calculateurs.).
* Compréhension des flux de données et des enjeux de performance.
* Capacité à travailler en mode agile et collaboratif.
* Aisance dans la création de synthèses visuelles et stratégiques (One Pager, tableaux de bord.).",Salaire brut : A négocier,Expérience exigée de 10 An(s),"
Bertrandt S.A.S
"
Ingénieur Big Data confirmé - Data Factory - Bordeaux o (H/F),"
Contrat à durée indéterminée

Contrat travail
","Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe avec 56 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif.En 2023, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.The world is how we shape itLa division « Services financiers » s'est développée autour des métiers de la banque de détail, de la banque privée et des services financiers spécialisés. Nous participons à la révolution digitale grâce à notre expertise en automatisation des processus, Big Data, IA, Cloud. Nous accompagnons la transformation de nos clients en y associant nos compétences dans les domaines fonctionnels des Crédits, des Risques/Conformité et des Moyens de Paiement.Description du posteVotre futur environnement de travail :Intégré(e) au sein de notre Data Factory de plus de 120 Data Ingénieurs, vous contribuez à un projet Big Data, et intervenez en tant que référent technique pour un de nos Grands Comptes.Votre rôle et tâches :A cette occasion vous serez amené(e) à :Apporter votre expertise et votre expérience à votre équipe lors des phases de conception et développement ;Définir et implémenter des solutions d'ingestion, de préparation, de stockage, de calcul et d'exposition - sur l'ensemble du pipeline de données ;Proposer des idées d'amélioration continue à votre client et à votre équipe - revue de procédures, mise en place de nouveaux outils dans le cadre de livraison, test ou qualimétrie ;Concevoir et développer des solutions complexes ;Industrialisation, mise en place de CI/CD ;Accompagner vos collaborateurs dans leur montée en compétence au sein du projet ;Vous êtes membre actif de la communauté Data Sopra Steria ;Vous maintenez vos compétences en suivant les parcours de certification avec nos partenaires Editeurs et Cloud Provider.Environnement technique :Solutions du marché :ETL/ELT : Datastage, Talend, Informatica, SemarchyData Solution : Databricks, Snowflake, Cloudera, BigQueryVous maitrisez et êtes certifié(e) sur au moins l'une de ces solutions du marché.Langages :PySpark, Spark-Scala, Java-SparkPython, Shell, SQLUne maitrise de ces langages est attendue.QualificationsVotre profil :Vous aimez travailler en équipe, relever les défis techniques, conseiller et apporter votre valeur ajoutée à une équipe.Vous savez être challengeant et leader envers le client et l'équipe de développement en ce qui concerne l'amélioration continue (processus de livraison, automatisation du testing/validation, maintenance des bonnes pratiques et performance des runs).Vous êtes curieux et en veille technologique continue.De formation Bac+5, école d'ingénieur université ou équivalent, vous avez au moins 5 ans d'expérience en Big Data sur les technologies mentionnées ci-dessus.#LI-HYBRID  #PFInformations supplémentairesUn accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptationDes opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines de formations accessibles en toute autonomie depuis l'app mobile avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore.).Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",,Débutant accepté,"
Forums Talents Handicap
"
Product Owner Data (F/H/X) (H/F),"
Contrat à durée indéterminée

Contrat travail
","Vous intégrez le Pôle Data & IA, composé de 200 experts spécialisés dans la transformation Data des entreprises :
- Cadrage fonctionnel et technique,
- Définition de use-cases,
- Stratégie des moyens,
- Gouvernance modélisation et qualité des données
- Accompagnement du changement.
Les projets que vous rencontrerez chez nous :
Transformations Data des entreprises : études de cadrage, POC, industrialisation et run 
Exemples : Cadrage d'un référentiel client unique, cadrage et déploiement d'une gouvernance de la donnée, accompagnement dans la mise en place d'un Datahub, aide au choix d'outils CRM
- Définition et pilotage de la stratégie Data / Cadrer, challenger et prioriser les projets Data,
- Identification et formalisation les cas d'usage Data,
- Animation des ateliers pour la collecte des besoins métier ,
- Formalisation des besoins et rédaction des spécifications fonctionnelles,
- Rédaction des User Stories,
- Gestion et priorisation du backlog,
- Animation de comités de suivi,
- Développement de la documentation fonctionnelle et technique et des outils méthodologiques
- Mise en place des outils et process de conduite du changement.
Projets Data/Big Data (idéalement en mode Agile)
Exemples : Audit et reporting de la qualité des données, optimisation des process de data management, Chantier de migration de données, refonte des reportings décisionnels...  
- Profiling des données
- Modélisation de la donnée en collaboration avec l'équipe et les autres PO Data
- Reportings d'avancement des développements et remontée des risques
- Coanimation des instances de pilotage avec le chef de projet MOE
- Rédaction de la documentation (spécifications, fiches usages, présentation des résultats, flash info)
- Participation au maintien du dictionnaire de données, en lien avec les data owners et le DPO
- Mise en place du cahier de recette fonctionnelle en collaboration avec les différents métiers
Vous êtes l'interlocuteur privilégié des différents acteurs Métiers et IT, et garant de la qualité et de la conformité des livraisons de l'équipe Big Data avec le besoin métier initial.
Le volet pilotage/gestion de projet dépendra de l'expérience et de l'appétence de votre profil.
Issu.e de l'intégration BI/BIG Data ou des métiers de la Data Science, vous avez au moins une expérience de 2 ans sur un projet Data.
Votre parcours vous a permis d'acquérir de solides connaissances sur la gestion des data au service des usages métier.
 
Idéalement, vous avez déjà travaillé sur des problématiques de qualité de la donnée ou de data management (dictionnaires, monitoring, lignage de données, ...), et savez manipuler les données pour des analyses de premier niveau (SQL, BigQuery, Python).
 
Les connaissances Agiles sont un plus.
 
Vous êtes sensible aux nouvelles tendances liées à la collecte, à la réconciliation, au stockage et à l'exploitation des données digitales (Big Data, CDP.).
Vous disposez notamment de connaissances sur les environnements Big Data.
Vous êtes un bon communiquant, à l'aise avec des interlocuteurs métiers et IT....",,Débutant accepté,
DATA SCIENTIST (H/F),"
Contrat à durée déterminée - 36 Mois

Contrat travail
","Référence CSP: 2025-1867997 
 Mission 1 : Gestion et administration des infrastructures de données
·         Concevoir, déployer et administrer une infrastructure ElasticSearch pour le stockage et l'indexation des données. 

 Mission 2 : Intégration et centralisation des données
·         Participer à la mise en place des connecteurs permettant l'intégration des bases de données existantes (SAP, Oracle, PostgreSQL, MySQL, MariaDB, fichiers divers).
·         Assurer la cohérence et la qualité des données consolidées. 

Mission 3 : Collaboration avec le Data Analyst pour la visualisation des données
·         Proposer des jeux de données, des méthodes d'analyse et des API pour permettre au Data Analyst de générer des indicateurs, graphiques et tableaux de bord.
·         Participer à la conception d'outils interactifs de suivi des données pour le pilotage de l'université.",,Expérience exigée de 2 An(s),
Ingénieur Data Science (F/H/X) (H/F),"
Contrat à durée indéterminée

Contrat travail
","Au sein du Pôle Data & IA, constitué de 200 talents aux profils complémentaires, rejoignez le département « Intelligence Artificielle et advanced modeling », son objectif : favoriser le déploiement de l'IA pour augmenter la performance business, automatiser et industrialiser les processus opérationnels de nos clients.
 
Nous accompagnons des clients de divers secteurs d'activités (Grande distribution, Retail, Luxe, Assurance, Automobile, etc.) et ce sur toutes les problématiques métiers pour démocratiser l'accès à l'IA et accompagner la réalisation et l'intégration de projets data science et IA du ""proof of value"" jusqu'au déploiement.
 
Votre quotidien en tant que Consultant Data Scientist :
 
- Participer au cadrage des projets de Data Science & IA,
- Collecter, explorer & auditer de grands volumes de données,
- Mettre en place des pipelines de préparation de données,
- Concevoir et entrainer des algorithmes de Machine Learning / Deep Learning,
- Evaluer, analyser, synthétiser et expliquer les résultats de vos modèles,
- Restituer et valoriser les résultats de manière vulgarisée aux équipes métier,
- Industrialiser vos modèles et mettre en place des pratiques MLOps et DevOps,
- Intervenir sur notre laboratoire Next by Epsilon pour travailler sur des sujets R&D ou intégrer l'équipe de veille technologique et méthodologique,
- Participer aux REX de projets et aux hackathons.
 
Exemple de missions confiées à un Consultant Data Scientist :
 
- Grande distribution : Mise en place d'un moteur de substitution pour le Drive favorisant les produits selon leur valeur nutritionnelle et leur empreinte carbone.
- Assurance : mettre en œuvre une solution de NLP permettant de router automatiquement les emails des clients vers les bons services en tenant compte du niveau d'urgence.
- Telco: Développement d'algorithme de forecasting pour prédire le nombre d'appels au service client et anticiper le nombre de conseillers à mobiliser.
- Retail : Mise en place d'une solution multi-IA (NLP, Computer Vision, IA générative) permettant d'automatiser l'extraction et la génération de descriptif produit à partir d'une image du packaging.
- Jeu en ligne : Mise en œuvre d'un moteur de recommandation sur le site et l'application du client afin de personnaliser les jeux proposés selon le profil des joueurs.
- Automobile : Mise en œuvre de score d'appétences aux véhicules hybrides et électriques afin d'optimiser le ciblage des clients
 
Et toutes ces missions sont réalisées en collaboration avec des experts data science & IA dans un cadre d'écoute et de partage.
Nous recherchons avant tout quelqu'un qui :
- Est orienté résultat,
- A la volonté de construire des solutions sur mesure pour le métier,
- Sait s'adapter à différents environnements,
- Sait se former sur de nouvelles technos et méthodes au sujet de l'IA,
- A un fort esprit d'analyse et de synthèse,
- Est bon communiquant et sait vulgariser ses résultats,
- Sait travailler en anglais.
 
Diplômé d'un master à l'université ou école d'ingénieur vous :
- Avez au moins 3 ans d\'expérience en Data Science en interne ou dans le conseil, 
- Avez une forte expérience sur l'ensemble des étapes d'un projet data science de la préparation de données, modélisation à l'industrialisation des modèles,
- Savez programmer en Python,
- Maîtrisez les principes des bases de données et le langage SQL,
- Maitrisez les principales méthodes de data science (Machine Learning, séries temporelles, ...),
- Maitrisez les méthodes avancées de data science (Deep Learning, NLP, Computer Vision, IA Générative, Information retrieval),
- Avez utilisé les services IA d'un des principaux cloud provider : GCP, Azure, AWS,
- Souhaitez aller jusqu'à l'industrialisation de vos modèles (Git, Docker, DAG).
Vous ne cochez pas toutes les cases mais êtes motivé à apprendre et progresser : n'hésitez pas à postuler.
 
Votre truc en +
 
Vous aimez transmettre vos savoir-faire sur des sujets de data science (rédaction d'articles, animation de formation, conférences, .)
 
Choisissez :
- Un groupe qui investit massivement sur l'IA avec le lancement de la solution CoreAI et la mise à disposition de dizaines d'outils d'IA et des centaines de cas d'usage IA déployés,
- Un centre de compétences spécialisé en Data Science au sein d'une entreprise pionnière et spécialisée dans le domaine de la data depuis plus de 30 ans,
- De la diversité en termes de projets et de clients qui vous stimuleront quotidiennement (Renault, FDJ, EDF, SNCF, Chanel, Leclerc, Leroy Merlin et bien d'autres !),
- Un management de proximité par un expert Data Science et IA",,Débutant accepté,
